system,id,bucket,reason,should_be_rejected,outcome,error_class,error_msg
py_guards,0,epistemic_kind,inference_into_obs_slot,True,caught,GuardRejection,"attribute 'hba1c' is registered as 'MEASURED', got 'INFERRED' (mirrors KNDB R5)"
py_guards,1,epistemic_kind,inference_into_obs_slot,True,caught,GuardRejection,"attribute 'hba1c' is registered as 'MEASURED', got 'INFERRED' (mirrors KNDB R5)"
py_guards,2,epistemic_kind,inference_into_obs_slot,True,caught,GuardRejection,"attribute 'hba1c' is registered as 'MEASURED', got 'INFERRED' (mirrors KNDB R5)"
py_guards,3,epistemic_kind,inference_into_obs_slot,True,caught,GuardRejection,"attribute 'hba1c' is registered as 'MEASURED', got 'INFERRED' (mirrors KNDB R5)"
py_guards,4,epistemic_kind,inference_into_obs_slot,True,caught,GuardRejection,"attribute 'hba1c' is registered as 'MEASURED', got 'INFERRED' (mirrors KNDB R5)"
py_guards,5,epistemic_kind,derived_no_sources,True,caught,GuardRejection,DERIVED fact must reference >=1 source (mirrors KNDB R1)
py_guards,6,epistemic_kind,derived_no_sources,True,caught,GuardRejection,DERIVED fact must reference >=1 source (mirrors KNDB R1)
py_guards,7,epistemic_kind,derived_no_sources,True,caught,GuardRejection,DERIVED fact must reference >=1 source (mirrors KNDB R1)
py_guards,8,epistemic_kind,derived_no_sources,True,caught,GuardRejection,DERIVED fact must reference >=1 source (mirrors KNDB R1)
py_guards,9,epistemic_kind,observation_with_sources,True,caught,GuardRejection,MEASURED cannot carry sources (mirrors KNDB R3)
py_guards,10,epistemic_kind,observation_with_sources,True,caught,GuardRejection,MEASURED cannot carry sources (mirrors KNDB R3)
py_guards,11,epistemic_kind,observation_with_sources,True,caught,GuardRejection,MEASURED cannot carry sources (mirrors KNDB R3)
py_guards,12,epistemic_kind,observation_with_sources,True,caught,GuardRejection,MEASURED cannot carry sources (mirrors KNDB R3)
py_guards,13,epistemic_kind,inference_certain,True,caught,GuardRejection,INFERRED cannot have confidence >= 1.0 (mirrors KNDB R4)
py_guards,14,epistemic_kind,inference_certain,True,caught,GuardRejection,INFERRED cannot have confidence >= 1.0 (mirrors KNDB R4)
